1241	历城	100	1800
1242	槐荫	93	1700
1243	天桥	15	550
1244	槐荫	60	1100
1245	高新	23	800
1246	市中	109	3000
1247	槐荫	100	2600
1248	槐荫	55	1500
1249	槐荫	96	2500
1250	槐荫	22	600
1251	历城	25	900
1252	历城	20	650
1253	历下	20	350
1254	历下	31	800
1255	天桥	80	1600
1256	槐荫	93	2000
1257	天桥	60	800
1258	天桥	90	2700
1259	历城	15	700
1260	长清	90	1600
1261	历城	60	350
1262	历下	28	880
1263	历下	178	10000
1264	历城	52	1100
1265	历下	58	1700
1266	天桥	62	1000
1267	天桥	45	500
1268	历下	97	4000
1269	历下	25	899
1270	历下	22	1000
1271	市中	110	102000
1272	槐荫	51	1400
1273	天桥	76	2600
1274	历下	72	2500
1275	历城	50	1700
1276	天桥	90	2700
1277	历城	15	700
1278	长清	90	1600
1279	历城	60	350
1280	历下	28	880
1281	历下	178	10000
1282	历城	92	1500
1283	天桥	23	1500
1284	历城	44	700
1285	历城	52	1100
1286	历下	58	1700
1287	天桥	62	1000
1288	天桥	45	500
1289	天桥	60	800
1290	历城	82	2700
1291	市中	43	700
1292	天桥	75	1200
1293	天桥	13	700
1294	市中	98	2700
1295	天桥	45	1300
1296	高新	108	2300
1297	高新	50	2100
1298	历城	80	1800
1299	历城	94	2000
1300	槐荫	76	2300
1301	槐荫	100	3300
1302	历城	68	2600
1303	历下	35	1200
1304	天桥	87	1600
1305	天桥	80	1600
1306	历下	80	3000
1307	高新	113	3200
1308	历城	13	600
1309	历城	20	680
1310	市中	60	2500
1311	历下	20	1000
1312	天桥	95	2200
1313	天桥	60	800
1314	历下	30	1200
1315	天桥	65	1000
1316	高新	92	2998
1317	历城	25	850
1318	历城	23	720
